0x70, 00000
0x67, 0000100
0xe8, 00001010
0xe7, 000010110
0x66, 000010111
0xe9, 000011
0x69, 0001
0x72, 0010
0x78, 001100
0x27, 001101
0x49, 0011100
0x4c, 0011101
0x44, 0011110
0x71, 0011111
0x6e, 0100
0x61, 0101
0x6d, 01100
0x64, 01101
0x73, 0111
0x65, 100
0x75, 1010
0xa, 1011000
0x62, 1011001
0x2e, 101101
0x6c, 10111
0x20, 110
0x63, 111000
0x2c, 111001000
0xe0, 111001001
0x43, 11100101
0x76, 1110011
0x6f, 11101
0x74, 1111
